,median,mean,sum
0,2.4344901182797725,2.4344901182797725,2.4344901182797725
1,2.3193139129763294,2.3193139129763294,2.3193139129763294
2,2.26168196704929,2.26168196704929,2.26168196704929
3,2.2328671296906157,2.2328671296906157,2.2328671296906157
4,2.2486622878738327,2.2486622878738327,2.2486622878738327
5,2.733771610210441,2.733771610210441,2.733771610210441
6,2.7931923429529624,2.7931923429529624,2.7931923429529624
7,2.7527226634244766,2.7527226634244766,2.7527226634244766
8,2.7419903688503457,2.7419903688503457,2.7419903688503457
9,2.634680659505645,2.634680659505645,2.634680659505645
10,2.4960255646102447,2.4960255646102447,2.4960255646102447
11,2.590305962369564,2.590305962369564,2.590305962369564
12,2.6737191248066616,2.6737191248066616,2.6737191248066616
13,2.671910622558155,2.671910622558155,2.671910622558155
14,2.6698087117927467,2.6698087117927467,2.6698087117927467
15,2.679253596321417,2.679253596321417,2.679253596321417
16,3.3274754810115135,3.3274754810115135,3.3274754810115135
17,3.3274754810115135,3.3274754810115135,3.3274754810115135
18,2.472332979904325,2.472332979904325,2.472332979904325
19,2.9231739841968283,2.9231739841968283,2.9231739841968283
20,2.8856587274393872,2.8856587274393872,2.8856587274393872
21,2.376276642039418,2.376276642039418,2.376276642039418
22,2.3930874081531894,2.3930874081531894,2.3930874081531894
23,2.3835402790935363,2.3835402790935363,2.3835402790935363
24,3.2768873762376236,3.2768873762376236,3.2768873762376236
25,3.0191443130633044,3.0191443130633044,3.0191443130633044
26,3.0191443130633044,3.0191443130633044,3.0191443130633044
27,2.968045469528823,2.968045469528823,2.968045469528823
28,3.0842421986096955,3.0842421986096955,3.0842421986096955
29,3.2516462473963177,3.2516462473963177,3.2516462473963177
30,3.3114033771332183,3.3114033771332183,3.3114033771332183
31,3.3134384658441025,3.3134384658441025,3.3134384658441025
32,3.307903324129523,3.307903324129523,3.307903324129523
33,3.24479892463836,3.24479892463836,3.24479892463836
34,3.24479892463836,3.24479892463836,3.24479892463836
35,3.24479892463836,3.24479892463836,3.24479892463836
36,3.175252430815258,3.175252430815258,3.175252430815258
37,2.6814152505446622,2.6814152505446622,2.6814152505446622
38,2.6937888069630778,2.6937888069630778,2.6937888069630778
39,2.559998868746288,2.559998868746288,2.559998868746288
40,2.2349436824764384,2.2349436824764384,2.2349436824764384
41,2.2349436824764384,2.2349436824764384,2.2349436824764384
42,2.1485223336325694,2.1485223336325694,2.1485223336325694
43,2.1501072683839753,2.1501072683839753,2.1501072683839753
44,2.1485223336325694,2.1485223336325694,2.1485223336325694
45,2.3460586389332607,2.3460586389332607,2.3460586389332607
46,2.3460586389332607,2.3460586389332607,2.3460586389332607
47,2.3460586389332607,2.3460586389332607,2.3460586389332607
48,2.363633750455129,2.363633750455129,2.363633750455129
49,2.241160124036799,2.241160124036799,2.241160124036799
50,2.003665292682634,2.003665292682634,2.003665292682634
51,2.003665292682634,2.003665292682634,2.003665292682634
52,2.175327227012642,2.175327227012642,2.175327227012642
53,2.1545463883111213,2.1545463883111213,2.1545463883111213
54,2.54032435900006,2.54032435900006,2.54032435900006
55,2.54032435900006,2.54032435900006,2.54032435900006
56,2.54032435900006,2.54032435900006,2.54032435900006
57,2.613732494903685,2.613732494903685,2.613732494903685
58,2.5771537622682663,2.5771537622682663,2.5771537622682663
59,2.4213036913170436,2.4213036913170436,2.4213036913170436
60,2.4213036913170436,2.4213036913170436,2.4213036913170436
61,2.4176637831566468,2.4176637831566468,2.4176637831566468
62,2.4176637831566468,2.4176637831566468,2.4176637831566468
63,2.4176637831566468,2.4176637831566468,2.4176637831566468
64,2.4176637831566468,2.4176637831566468,2.4176637831566468
65,2.4176637831566468,2.4176637831566468,2.4176637831566468
66,2.399227479652366,2.399227479652366,2.399227479652366
67,2.399227479652366,2.399227479652366,2.399227479652366
68,2.399227479652366,2.399227479652366,2.399227479652366
69,2.690677938714702,2.690677938714702,2.690677938714702
70,2.96666641977869,2.96666641977869,2.96666641977869
71,2.96666641977869,2.96666641977869,2.96666641977869
72,3.2057457945418952,3.2057457945418952,3.2057457945418952
73,3.0344830228290562,3.0344830228290562,3.0344830228290562
74,3.0344830228290562,3.0344830228290562,3.0344830228290562
75,3.0344830228290562,3.0344830228290562,3.0344830228290562
76,3.088476865951511,3.088476865951511,3.088476865951511
